attr_feature_industry,attr_feature_regcap,attr_feature_n1,attr_feature_n2,attr_feature_n3,attr_feature_n4,attr_feature_c1,attr_feature_c2,attr_feature_c3,attr_feature_c4,attr_feature_sum_c1j,attr_feature_sum_c2j,attr_feature_sum_c3j,attr_feature_sum_c4j,attr_feature_rho1,attr_feature_rho2,attr_feature_rho3,attr_feature_rho4,attr_feature_beta1,attr_feature_beta2,attr_feature_beta3,attr_feature_beta4,attr_feature_1degree_num,attr_feature_2degree_num,attr_feature_MMWY_num,attr_feature_JDWY_num,attr_feature_JYYC_num,attr_feature_peroson_invest_num,attr_feature_fr_invest_num,attr_feature_SUPERVISOR_num,attr_feature_EXECUTIVE_num,attr_feature_DIRECTOR_num,attr_feature_LEGAL_num,attr_feature_L_E_num,attr_feature_L_S_num,attr_feature_L_D_num,attr_feature_D_S_num,attr_feature_D_E_num,attr_feature_S_E_num,attr_feature_L_E_D_num,attr_feature_L_E_S_num,attr_feature_L_D_S_num,attr_feature_E_D_S_num,attr_feature_L_E_D_S_num,company_name,node_id
信息传输、软件和信息技术服务业,30000000.0,5,20,38,106,2,6,5,0,5,25,50,130,0.2,0.031578947,0.007112376,0,1,1.25,1.315789474,1.226415094,5.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,安徽果儿金融信息服务有限公司,6e28b68315f5435b91a8153cd48cc505
租赁和商务服务业,1000000.0,3,2,2,1,0,0,0,0,3,3,2,1,0.0,0.0,0.0,0,1,1.5,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海喻米金融信息服务有限公司,b6600ab3d1c040a686b41d5866555460
租赁和商务服务业,30000000.0,2,12,35,51,0,2,5,0,2,12,38,55,0.0,0.03030303,0.008403361,0,1,1.0,1.085714286,1.078431373,2.0,12.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,元贞财富（北京）资本管理有限公司,f60d755d5fb14d869ef1258627a65c59
租赁和商务服务业,50000000.0,5,5,0,0,2,0,0,0,5,5,0,0,0.2,0.0,0.0,0,1,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市链金所互联网金融服务有限公司,548efb4e92914cd4955b2d105aca3c02
租赁和商务服务业,10000000.0,6,3,1,1,0,0,0,0,6,10,2,2,0.0,0.0,0.0,0,1,3.333333333,2.0,2.0,6.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳亿升金融服务有限公司,3e165aedfcb14ff1a5c11d236f099578
租赁和商务服务业,1000000.0,2,1,2,1,0,0,1,0,2,1,2,1,0.0,0.0,1.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,郑州普信企业管理咨询有限公司,9dec687a2f31427995b522cda2f6e49a
制造业,10000000.0,4,9,11,25,0,1,1,0,4,9,14,55,0.0,0.027777778,0.018181818,0,1,1.0,1.272727273,2.2,4.0,9.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,南通威廉姆电器有限公司,bba63a33d6fc4a59a2d501594d8f1727
租赁和商务服务业,50000000.0,9,18,49,48,2,4,2,0,9,22,60,68,0.055555556,0.026143791,0.00170068,0,1,1.222222222,1.224489796,1.416666667,9.0,18.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,汇中利通投资管理（北京）有限公司,bed0c3ef9d344df391fa690a660e2325
信息传输、软件和信息技术服务业,500000.0,5,6,74,540,0,4,24,0,5,6,79,594,0.0,0.266666667,0.008885598,0,1,1.0,1.067567568,1.1,5.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海火融金融信息服务有限公司,38f3207f672c4389a39a1dcd0c954acc
租赁和商务服务业,30000000.0,2,2,4,5,0,0,0,0,2,2,4,5,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,青岛世誉资本管理有限公司,b127b9fb90ed42eeb412b2bdf95b5907
科学研究和技术服务业,50000000.0,3,14,209,1566,0,8,84,0,3,14,249,2067,0.0,0.08791208800000001,0.003864556,0,1,1.0,1.19138756,1.319923372,3.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,天天利财科技（北京）有限公司,1ab283a9d1394c9d9c26204f246547cb
信息传输、软件和信息技术服务业,920000000.0,15,280,534,4242,9,516,103,0,15,303,1440,8802,0.085714286,0.013210445,0.0007237669999999999,0,1,1.082142857,2.696629213,2.074964639,15.0,280.0,26.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京京东叁佰陆拾度电子商务有限公司,2a75ea486e6342f78c411962c2b479ef
租赁和商务服务业,5000000.0,4,2,3,1,1,0,0,0,4,2,3,1,0.166666667,0.0,0.0,0,1,1.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,安徽汪达投资管理有限公司,d84ce9f85fdc4f8fbcaa0a8995a5f788
租赁和商务服务业,100000000.0,2,2,1,3,0,0,0,0,2,2,1,3,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,德运投资有限公司,c4ea243af6e047a58ea0a54ac6cb90f0
租赁和商务服务业,50000000.0,3,4,5,0,1,0,0,0,3,5,6,0,0.333333333,0.0,0.0,0,1,1.25,1.2,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,广东亿贝基金管理有限公司,1624033736924bf48cafd26c26214955
租赁和商务服务业,50000000.0,3,5,6,7,2,0,0,0,3,10,11,10,0.666666667,0.0,0.0,0,1,2.0,1.833333333,1.428571429,3.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,夏泰财富（上海）投资管理有限公司,e05e7862dcf8411bbc2b35c41c98e3bb
租赁和商务服务业,10000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市渝商宝金融服务有限公司,8631305c915d480285b66261324d5070
租赁和商务服务业,50000000.0,3,6,110,60,0,3,5,0,3,6,112,81,0.0,0.2,0.000834028,0,1,1.0,1.018181818,1.35,3.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京中投国融金融信息服务有限公司,2df22b543cbb4d28b4a9ea71af917e92
租赁和商务服务业,20000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,泰安市强盛投资有限公司,fcf047bc17ff4c2eae6783a370103ced
租赁和商务服务业,50000000.0,2,1,4,1,0,0,0,0,2,1,4,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京亿之联创投资有限公司,ab92ad927edf42c1a0a142a092f5fd61
租赁和商务服务业,10000000.0,4,10,17,82,0,1,2,0,4,12,19,151,0.0,0.022222222000000003,0.014705882,0,1,1.2,1.117647059,1.841463415,4.0,10.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,北京易融恒信投资咨询有限责任公司,9ef310cc3a2f41d39a5dfad35f0ce066
租赁和商务服务业,50000000.0,2,10,13,17,0,4,0,0,2,14,18,26,0.0,0.088888889,0.0,0,1,1.4,1.384615385,1.529411765,2.0,10.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,地球人（武汉）金融信息服务有限公司,c4234bcb98de45b69ef0cfe4df750d1e
批发和零售业,20000000.0,4,9,10,12,0,0,0,0,4,11,12,18,0.0,0.0,0.0,0,1,1.222222222,1.2,1.5,4.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,宁夏汇银白银交易中心有限公司,959cf86369fa4463bf9c51bddf86a367
租赁和商务服务业,50000000.0,2,13,13,18,0,0,0,0,2,13,16,23,0.0,0.0,0.0,0,1,1.0,1.230769231,1.277777778,2.0,13.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,聚投融（北京）金融信息服务有限公司,da1e3b895ec24319a0e05c57335fb293
信息传输、软件和信息技术服务业,100000000.0,11,97,693,4902,5,92,231,0,11,192,1677,12147,0.090909091,0.01975945,0.000963391,0,1,1.979381443,2.41991342,2.477968176,11.0,97.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,汉信互联网金融服务（武汉）股份有限公司,35326c17eaec4047bbb81f3e32252bb2
租赁和商务服务业,100000000.0,3,17,208,2090,2,14,55,0,3,18,213,2298,0.666666667,0.102941176,0.002554812,0,1,1.058823529,1.024038462,1.099521531,3.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,筷子金融信息服务（上海）有限公司,e6571e9f78334f7ab84a214cd101a56a
信息传输、软件和信息技术服务业,100000000.0,3,11,75,290,0,0,25,0,3,12,77,362,0.0,0.0,0.009009009,0,1,1.090909091,1.026666667,1.248275862,3.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,武汉长投在线电子商务有限公司,b2942b6583344c3ea8e24312f8a6ee55
租赁和商务服务业,10000000.0,2,2,1,1,0,0,0,0,2,2,1,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,成都含冠投资咨询有限公司,ed032ee089134d2e80fe65a68d140468
信息传输、软件和信息技术服务业,10000000.0,4,6,13,25,0,0,0,0,4,6,14,32,0.0,0.0,0.0,0,1,1.0,1.076923077,1.28,4.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,武汉金钱橘网络科技有限公司,3d83886d14e74dba9472f4907401b2fb
金融业,100000000.0,3,10,24,90,0,0,1,0,3,11,26,144,0.0,0.0,0.003623188,0,1,1.1,1.083333333,1.6,3.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,江西小猪金融信息服务有限公司,1bbd89b63f5e4d27bf5a0e67b14e3b09
租赁和商务服务业,70000000.0,19,34,29,78,14,9,2,0,19,43,41,105,0.081871345,0.016042781000000002,0.004926108,0,1,1.264705882,1.4137931030000002,1.346153846,19.0,34.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京万华融通投资基金管理有限公司,da45fe91fce74f5db79c4a7bb81e4992
信息传输、软件和信息技术服务业,10000000.0,2,13,30,318,0,3,7,0,2,13,34,366,0.0,0.038461538,0.016091954,0,1,1.0,1.133333333,1.150943396,2.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海跃磊网络科技发展有限公司,dbd29ac8945a4f38bcf316043c0f7b42
金融业,100000000.0,9,30,64,184,1,6,17,0,9,42,118,265,0.027777778,0.013793103,0.00843254,0,1,1.4,1.84375,1.440217391,9.0,30.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河南广融中小企业产权交易有限公司,373bfb161ae34f22bcca06260addc8ac
租赁和商务服务业,30000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,黑龙江省融之恒投资咨询管理有限公司,240e8ef57c824133ae99a24ff0a521d8
批发和零售业,20000000.0,2,3,4,5,0,0,0,0,2,4,4,6,0.0,0.0,0.0,0,1,1.333333333,1.0,1.2,2.0,3.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河南腾烽实业有限公司,2265e2f7d27b4fa597891347b8d7e312
金融业,50000000.0,7,14,24,95,6,2,5,0,7,24,28,107,0.28571428600000004,0.021978022000000003,0.018115942,0,1,1.714285714,1.166666667,1.126315789,7.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳加号财富金融服务有限公司,a4b4e7d0e4c64a9584b2905321b001c6
制造业,5000000.0,4,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,衢州市金雪峰干燥剂有限公司,decb0faac84e4df7b6dc671412352721
租赁和商务服务业,30000000.0,4,12,9,11,1,0,0,0,4,17,10,11,0.166666667,0.0,0.0,0,1,1.416666667,1.111111111,1.0,4.0,12.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,武汉汇兴投资有限公司,b2112675b82841bf949b255becdc6b78
租赁和商务服务业,12000000.0,2,1,1,1,0,0,0,0,2,1,1,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,东营富弘聚投资咨询有限公司,a12de921a42f4be391e064923c22a352
租赁和商务服务业,58000000.0,2,18,2,3,0,0,0,0,2,19,2,3,0.0,0.0,0.0,0,1,1.0555555559999998,1.0,1.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,宁波嵩元实业投资有限公司,2728ce6af91a4c178de5bbbe3599cfe2
租赁和商务服务业,15000000.0,2,2,3,1,0,0,0,0,2,2,3,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,青岛巨希电子商务有限公司,184e24cc2d3e40e79fd637a6ab80342b
租赁和商务服务业,30000000.0,2,5,6,10,0,0,0,0,2,5,6,11,0.0,0.0,0.0,0,1,1.0,1.0,1.1,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,新疆华丰财富金融信息服务有限公司,23120dbc617148fa8215f27089ab65f5
租赁和商务服务业,1000000.0,4,32,79,150,3,4,1,0,4,35,109,199,0.5,0.008064515999999999,0.00032457,0,1,1.09375,1.379746835,1.326666667,4.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,长沙车贷乐金融信息服务有限公司,4766b7b635e845d6b2e5fc31a908f114
信息传输、软件和信息技术服务业,30000000.0,9,40,314,2181,3,61,107,0,9,51,416,4064,0.083333333,0.078205128,0.002177408,0,1,1.275,1.3248407640000002,1.863365429,9.0,40.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,安徽艾瑞贷信息技术服务有限公司,6c0fdc5d65684547844d83bf498da1c7
信息传输、软件和信息技术服务业,10000000.0,3,10,14,23,0,1,5,0,3,10,16,38,0.0,0.022222222000000003,0.054945055,0,1,1.0,1.142857143,1.6521739130000002,3.0,10.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京富众缘信息技术有限公司,6a500adccd0a4b07ad1c13b13b019cbd
租赁和商务服务业,10000000.0,2,1,3,1,0,0,0,0,2,1,3,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,四川粒丰财富投资管理咨询有限公司,2535e86e9e3146c9ad9e612d9eac8c4b
批发和零售业,30000000.0,14,39,72,507,3,1,14,0,14,60,94,622,0.032967033,0.0013495279999999998,0.005477308,0,1,1.5384615380000002,1.3055555559999998,1.226824458,14.0,39.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,大连新世纪商品交易中心有限公司,75829f2c54a8486c9337bc08cad885f7
租赁和商务服务业,30000000.0,2,5,11,15,0,0,2,0,2,6,11,15,0.0,0.0,0.036363636,0,1,1.2,1.0,1.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,吉林省百纳投资管理有限公司,8482fd50d2264b45a22df13641c775ba
租赁和商务服务业,10000000.0,2,1,1,2,0,0,0,0,2,2,2,4,0.0,0.0,0.0,0,1,2.0,2.0,2.0,2.0,1.0,0.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,成都盛大银润资产管理有限公司,fb43f737cd304363bf31b70bc2958b82
租赁和商务服务业,10000000.0,3,6,12,57,0,0,3,0,3,6,12,58,0.0,0.0,0.045454545,0,1,1.0,1.0,1.01754386,3.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京天立鸿资产管理有限公司,808d669de6dd4ac0a5c87a90c5773e21
信息传输、软件和信息技术服务业,20000000.0,5,21,32,45,0,0,5,0,5,21,34,53,0.0,0.0,0.010080645,0,1,1.0,1.0625,1.177777778,5.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,山东金谷盛通金融信息服务有限公司,3e3d452a8d0a4631bf31e5501cd837a7
租赁和商务服务业,10000000.0,2,1,1,0,0,0,0,0,2,2,2,0,0.0,0.0,0.0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,乐陵市鑫广源投资管理咨询有限公司,870ef3f67b5d4adbb08a794d80f8f57d
租赁和商务服务业,10000000.0,4,6,24,51,0,0,6,0,4,6,24,66,0.0,0.0,0.02173913,0,1,1.0,1.0,1.294117647,4.0,6.0,0.0,4.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京嘉晟伟业投资管理有限公司,150fd209c20b4a2397897e67340a1311
租赁和商务服务业,30000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海琪武投资管理有限公司,ba5e192b166b465da6a5a2a52e107124
租赁和商务服务业,100000000.0,3,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海瑞言投资管理有限公司,d682176100e4440db14622b72a3f1a71
租赁和商务服务业,30000000.0,4,13,16,49,0,0,0,0,4,13,19,77,0.0,0.0,0.0,0,1,1.0,1.1875,1.571428571,4.0,13.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,安徽鑫汇通投资管理有限公司,0ca86efe461748c3a3ab8d8f563988e1
租赁和商务服务业,10000000.0,2,9,18,29,0,0,0,0,2,9,21,29,0.0,0.0,0.0,0,1,1.0,1.166666667,1.0,2.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,濮阳市中原产权交易所有限公司,afae8edc55884024bb518326637c7d09
租赁和商务服务业,100000000.0,4,4,6,8,2,0,0,0,4,4,6,8,0.333333333,0.0,0.0,0,1,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,洛宾投资基金管理（北京）有限公司,e65b97b5443c4300bebe0c7b15526a53
租赁和商务服务业,10000000.0,4,27,125,582,1,9,26,0,4,36,165,857,0.166666667,0.025641026,0.003354839,0,1,1.333333333,1.32,1.472508591,4.0,27.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,意真（上海）金融信息服务有限公司,246c50e59cde4d0997222e24d92a9c8f
租赁和商务服务业,20000000.0,2,2,3,1,0,0,0,0,2,2,3,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,淄博兴元投资有限公司,dc61696a974844caade00c512f0a4932
租赁和商务服务业,10000000.0,8,133,1155,6839,2,72,302,0,8,145,1719,12119,0.071428571,0.008202324,0.000453157,0,1,1.090225564,1.488311688,1.772042696,8.0,133.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,重庆易八投资服务有限公司,53fbc8afc1aa4868848ec44c8fb1c692
租赁和商务服务业,99000000.0,4,13,7,29,1,1,1,0,4,14,12,66,0.166666667,0.012820513,0.047619048,0,1,1.076923077,1.714285714,2.275862069,4.0,13.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,上海臣曦投资管理有限公司,23b83f42049b433cbd68334f1cbf239e
租赁和商务服务业,6000000.0,2,3,4,6,0,0,0,0,2,3,4,6,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,济南泰顺升投资咨询有限公司,ee27046cc25b4a4fb8777816935297c8
租赁和商务服务业,50000000.0,2,2,1,0,0,0,0,0,2,3,1,0,0.0,0.0,0.0,0,1,1.5,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,浙江丰通信息咨询有限公司,5db1744171c045acbb3bfe995d97e0f5
租赁和商务服务业,5000000.0,4,4,15,48,0,0,3,0,4,4,15,48,0.0,0.0,0.028571429,0,1,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,深圳市友信宝互联网金融服务有限公司,addf5e6c896a4016b6c174f943df67da
租赁和商务服务业,10000000.0,3,5,4,1,0,0,0,0,3,7,5,1,0.0,0.0,0.0,0,1,1.4,1.25,1.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,滨州市兆鑫投资有限公司,eef7e7956cc447b08d752454539e2014
租赁和商务服务业,100000000.0,3,28,118,1160,0,9,46,0,3,29,170,7024,0.0,0.023809524,0.006663769,0,1,1.035714286,1.440677966,6.0551724139999985,3.0,28.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,金信金融信息服务（北京）有限公司,3a1ad7a78dc54b738fd9afeb69c1647d
