attr_feature_industry,attr_feature_regcap,attr_feature_n1,attr_feature_n2,attr_feature_n3,attr_feature_n4,attr_feature_c1,attr_feature_c2,attr_feature_c3,attr_feature_c4,attr_feature_sum_c1j,attr_feature_sum_c2j,attr_feature_sum_c3j,attr_feature_sum_c4j,attr_feature_rho1,attr_feature_rho2,attr_feature_rho3,attr_feature_rho4,attr_feature_beta1,attr_feature_beta2,attr_feature_beta3,attr_feature_beta4,attr_feature_1degree_num,attr_feature_2degree_num,attr_feature_MMWY_num,attr_feature_JDWY_num,attr_feature_JYYC_num,attr_feature_peroson_invest_num,attr_feature_fr_invest_num,attr_feature_SUPERVISOR_num,attr_feature_EXECUTIVE_num,attr_feature_DIRECTOR_num,attr_feature_LEGAL_num,attr_feature_L_E_num,attr_feature_L_S_num,attr_feature_L_D_num,attr_feature_D_S_num,attr_feature_D_E_num,attr_feature_S_E_num,attr_feature_L_E_D_num,attr_feature_L_E_S_num,attr_feature_L_D_S_num,attr_feature_E_D_S_num,attr_feature_L_E_D_S_num,company_name,node_id
租赁和商务服务业,10000000.0,2,9,14,20,0,0,0,0,2,9,18,47,0.0,0.0,0.0,0,1,1.0,1.285714286,2.35,2.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京桦栋中成投资管理有限公司,f259e866add840f88849ec770a1e6ba4
租赁和商务服务业,90000000.0,5,15,21,26,1,0,2,0,5,15,22,35,0.1,0.0,0.00952381,0,1,1.0,1.047619048,1.346153846,5.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,浙江庆协投资管理有限公司,6f63d454e15343c585fc0fcfd551412f
租赁和商务服务业,50000000.0,5,15,56,189,2,0,6,0,5,16,58,207,0.2,0.0,0.003896104,0,1,1.066666667,1.035714286,1.095238095,5.0,15.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京湛泸投资管理有限公司,a41b182744114cf5bfd258ba1e07f074
租赁和商务服务业,10000000.0,10,32,77,479,6,0,11,0,10,33,84,561,0.133333333,0.0,0.003759398,0,1,1.03125,1.090909091,1.171189979,10.0,32.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,重庆倍赢金融服务有限公司,6a8fae2cba0c4ae889befba29d4a7f4d
租赁和商务服务业,20000000.0,13,43,266,1060,2,6,56,0,13,45,315,1643,0.025641026,0.006644518,0.001588878,0,1,1.046511628,1.184210526,1.55,13.0,43.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,赣州发展融通资产管理有限公司,b54e77c9dfbd411b924fcaab496fc61d
金融业,100000000.0,7,45,118,460,1,16,25,0,7,47,129,574,0.047619048,0.016161616,0.003621614,0,1,1.044444444,1.0932203390000002,1.247826087,7.0,45.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,深圳市金牛牛互联网金融服务有限公司,e291c6a7d75349ca993f72e5dffc8f46
租赁和商务服务业,50000000.0,6,18,48,297,1,3,15,0,6,18,54,346,0.066666667,0.019607843,0.013297872,0,1,1.0,1.125,1.164983165,6.0,18.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,大博鑫（湖北）资产管理有限公司,b73665afba714eb199a7d5b9c6eb3ad1
批发和零售业,15800000.0,2,3,2,0,0,0,0,0,2,4,2,0,0.0,0.0,0.0,0,1,1.333333333,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,邢台市惠亿电子商务有限公司,59f5327e5bc74221b4d7809dd83726fa
0.0,0.0,2,2,2,4,0,0,0,0,2,2,2,4,0.0,0.0,0.0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,北京国银宇峰投资管理有限公司,0.0
信息传输、软件和信息技术服务业,5000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,黄山市华都电子商务科技有限公司,67eb3165ac26430da6d71565719002b4
金融业,300000000.0,2,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0,1,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳前海众投互联网金融服务有限公司,65627a9707e44fe8a632dc61d152d6c0
文化、体育和娱乐业,51823320.0,38,12,23,17,4,0,0,0,38,14,24,17,0.0056899,0.0,0.0,0,1,1.166666667,1.043478261,1.0,38.0,12.0,0.0,12.0,3.0,32.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,河南省亚邦文化传播股份有限公司,7d62b290022a41859b90228007369d6b
信息传输、软件和信息技术服务业,15000000.0,2,2,13,10,0,0,1,0,2,2,13,13,0.0,0.0,0.012820513,0,1,1.0,1.0,1.3,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京金勺子信息技术服务有限公司,5dda6f38786d4aa9be65f133ce6d4245
租赁和商务服务业,50000000.0,4,6,7,93,0,0,0,0,4,6,8,113,0.0,0.0,0.0,0,1,1.0,1.142857143,1.215053763,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,西藏微众金融服务有限公司,fb8dd3f48f6c41bab357ec7759d6ea3b
批发和零售业,50000000.0,3,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,华存天下电子商务（北京）有限公司,a4679227afc041c7b16cf7872e4a2244
租赁和商务服务业,200000000.0,11,77,295,741,1,6,35,0,11,78,313,905,0.018181818,0.002050581,0.000807103,0,1,1.012987013,1.061016949,1.221322537,11.0,77.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海成雨投资控股集团有限公司,d5fd075b9cab4c5cbe7e0b3db62ea05c
租赁和商务服务业,30000000.0,2,2,1,0,0,0,0,0,2,2,2,0,0.0,0.0,0.0,0,1,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海禛戬投资管理有限公司,f33bc9d8358d42f7a7402ceefe02bee5
金融业,31000000.0,8,6,5,0,1,0,0,0,8,9,14,0,0.035714286,0.0,0.0,0,1,1.5,2.8,0.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市前海改革牛互联网金融服务有限公司,6174b18be9fb48709926dcbb60188dd4
租赁和商务服务业,50000000.0,3,7,104,10,0,1,0,0,3,7,105,12,0.0,0.047619048,0.0,0,1,1.0,1.009615385,1.2,3.0,7.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖北一家人投资理财咨询有限公司,a26ee53c9d5c413198e0163d1c773e6a
批发和零售业,99810000.0,2,4,3,3,0,0,0,0,2,5,3,3,0.0,0.0,0.0,0,1,1.25,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,延安吉成贷电子商务有限公司,ad90c92f82924f5493e316ca69b5c5f0
租赁和商务服务业,80000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市鼎盛瑞和投资有限公司,1fa7b6eb355f4cfcb04a0297f2b0543b
租赁和商务服务业,100000000.0,4,12,10,32,2,0,1,0,4,12,11,58,0.333333333,0.0,0.022222222000000003,0,1,1.0,1.1,1.8125,4.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,易融财富（深圳）金融信息服务有限公司,8685707d7e5a4b9d945f0334b03ea0e7
租赁和商务服务业,60000000.0,5,14,45,318,2,5,7,0,5,17,48,343,0.2,0.054945055,0.007070707,0,1,1.214285714,1.066666667,1.078616352,5.0,14.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,金汇博林资本管理有限公司,85a2ab9922534eebb175c56ba7925bd9
信息传输、软件和信息技术服务业,50000000.0,11,26,180,459,0,13,17,0,11,30,239,569,0.0,0.04,0.001055245,0,1,1.153846154,1.327777778,1.2396514159999998,11.0,26.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,国鼎文化科技产业发展股份有限公司,3b25c6008aad49fe949c58a77eb8b1a0
租赁和商务服务业,2023530.0,5,33,293,1799,0,7,100,0,5,34,336,2378,0.0,0.013257576,0.00233765,0,1,1.03030303,1.146757679,1.32184547,5.0,33.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,正远柏基信息服务（北京）有限公司,d10f85cbb2e1489280a485cbc762d216
批发和零售业,33000000.0,2,2,5,28,0,0,0,0,2,2,5,29,0.0,0.0,0.0,0,1,1.0,1.0,1.035714286,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,福州汉高贸易有限公司,5b57f47934674d3ab97217505626c630
租赁和商务服务业,10000000.0,2,2,2,0,0,0,0,0,2,2,2,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,滨州信诚投资信息咨询有限公司,5e74b2c781934e51b486c13368994089
租赁和商务服务业,10000000.0,2,5,3,4,0,0,0,0,2,5,7,16,0.0,0.0,0.0,0,1,1.0,2.333333333,4.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,江苏苏金所投资控股有限公司,afda9e0a680c4bdab001fbb6c04d500b
制造业,11080000.0,9,15,231,801,0,0,7,0,9,15,255,1238,0.0,0.0,0.000263505,0,1,1.0,1.1038961040000002,1.54556804,9.0,15.0,4.0,16.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,福安市振中电器制造有限公司,621754f75f1d4d06a24fb4a1e5a4f520
租赁和商务服务业,50000000.0,3,4,14,54,0,0,1,0,3,4,14,56,0.0,0.0,0.010989011000000002,0,1,1.0,1.0,1.037037037,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,老虎金融信息服务（北京）有限公司,923f20ce3f264a3e95548c935be0f79c
科学研究和技术服务业,50000000.0,4,6,61,219,0,2,36,0,4,6,70,310,0.0,0.133333333,0.019672131,0,1,1.0,1.1475409840000002,1.415525114,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京亿润财富科技服务有限公司,32abbbc6b1a840e8be1225931f071d3a
信息传输、软件和信息技术服务业,80000000.0,3,2,2,1,0,0,0,0,3,3,3,1,0.0,0.0,0.0,0,1,1.5,1.5,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,遵义飞翼聚网络有限公司,710b662e560147e48b5dcb3e38b8bf31
0.0,0.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,杭州翁山科技有限公司,0.0
租赁和商务服务业,53000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市投车惠金融服务有限公司,7870cad2d3084b3e917c1cade5054672
租赁和商务服务业,50000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,上海慈甬投资管理有限公司,29e76a00ea9a4daa910e773c918d45a4
信息传输、软件和信息技术服务业,100000000.0,5,14,96,1064,3,2,10,0,5,18,103,1153,0.3,0.021978022000000003,0.002192982,0,1,1.285714286,1.072916667,1.083646617,5.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,爱日进（厦门）信息技术有限公司,2b3ace3c56c34adda889332d41363458
租赁和商务服务业,10000000.0,4,23,81,321,2,19,26,0,4,23,102,449,0.333333333,0.075098814,0.008024691,0,1,1.0,1.259259259,1.3987538940000002,4.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,广发财富（北京）投资管理有限公司,3426ae4fbcb44004bb3eee4599393064
租赁和商务服务业,5000000.0,2,5,9,9,0,0,0,0,2,5,10,9,0.0,0.0,0.0,0,1,1.0,1.111111111,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,嘉峪关中盛投资有限责任公司,4493ef56e810430998f4eddcb37a65b9
租赁和商务服务业,10000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市存钱罐金融信息服务有限公司,a5ac50ce4dc84387892fc336f2a1ef35
批发和零售业,100000000.0,7,10,16,62,0,1,2,0,7,13,30,102,0.0,0.022222222000000003,0.016666667,0,1,1.3,1.875,1.64516129,7.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,青岛西海岸商品交易中心有限公司,e0675f78e817425697d43a8b74324451
租赁和商务服务业,50000000.0,5,19,21,24,0,1,1,0,5,23,28,45,0.0,0.005847953,0.004761905,0,1,1.210526316,1.333333333,1.875,5.0,19.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,湖南省金鼎华峰投资有限公司,ffa328472916481a870760278edb2604
租赁和商务服务业,20000000.0,3,1,1,1,0,0,0,0,3,1,1,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,圣捷财富（北京）投资管理有限公司,5305039c43254f0cb393a7f9638ad601
租赁和商务服务业,5000000.0,3,60,15,32,0,3,0,0,3,69,29,92,0.0,0.001694915,0.0,0,1,1.15,1.933333333,2.875,3.0,60.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,杭州商富商务信息咨询有限公司,816cf32014884f19afbbe8b7a3564a30
租赁和商务服务业,100000000.0,6,6,22,19,1,1,1,0,6,6,23,19,0.066666667,0.066666667,0.004329004,0,1,1.0,1.045454545,1.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,贵州荣盛兴安融资担保有限责任公司,764a123c03aa4b988bc3388ac67d1eaa
租赁和商务服务业,50000000.0,11,32,40,87,2,4,3,0,11,41,63,121,0.036363636,0.008064515999999999,0.003846154,0,1,1.28125,1.575,1.390804598,11.0,32.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,四川省景上花创业投资股份有限公司,d48f9bd5e84e4db7a51fbcd190ab2bd5
租赁和商务服务业,5000000.0,3,1,1,0,0,0,0,0,3,1,1,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河北骏翔投资有限公司,2173dea1051a4c4bbef2cea46987ebcb
信息传输、软件和信息技术服务业,30000000.0,2,1,1,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,西咸新区联诺信息科技有限公司,11072752a895477d8109ab77d0ecd6a6
租赁和商务服务业,30000000.0,8,28,252,1218,1,4,151,0,8,29,265,1502,0.035714286,0.010582011,0.004774553,0,1,1.035714286,1.051587302,1.23316913,8.0,28.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,杭州柏融投资管理有限公司,05e112d95a9843e08be36707d6f74299
租赁和商务服务业,15000000.0,2,4,5,17,0,0,0,0,2,4,5,17,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,青岛轩正电子商务有限公司,df526eafcb3946e08c32b13a51e7574a
信息传输、软件和信息技术服务业,10000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市华南诚信电子商务有限公司,b9c44a3249134328a1f6280dfb10bef3
科学研究和技术服务业,6344756.0,19,359,4414,36267,0,69,2070,0,19,400,5594,59685,0.0,0.001073746,0.000212537,0,1,1.114206128,1.267331219,1.6457109769999998,19.0,359.0,0.0,0.0,0.0,3.0,10.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,先智创科（北京）科技有限公司,c8d00a794dec4a278de6a4e8ef9ffa73
租赁和商务服务业,50000000.0,3,4,10,3,1,0,0,0,3,5,14,5,0.333333333,0.0,0.0,0,1,1.25,1.4,1.666666667,3.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,延安川建恒升互联网金融信息服务有限公司,121606b07c9b48f2a56bf04fe8e2b8d3
信息传输、软件和信息技术服务业,10000000.0,2,2,3,1,0,0,0,0,2,2,3,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,日照星银网络科技有限公司,c47ea737a3864da1a02468f1c46e8041
租赁和商务服务业,50000000.0,2,8,14,26,0,0,2,0,2,9,14,26,0.0,0.0,0.021978022000000003,0,1,1.125,1.0,1.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,上海正余金融信息服务有限公司,a9a19e4ce786424d941f175250794059
租赁和商务服务业,10000000.0,3,5,5,5,0,0,0,0,3,5,6,5,0.0,0.0,0.0,0,1,1.0,1.2,1.0,3.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,衢州亿谷投资管理有限公司,20d41531457a4f6fa7623671a5f119b4
租赁和商务服务业,12000000.0,2,11,59,816,0,1,7,0,2,11,70,855,0.0,0.018181818,0.004091175,0,1,1.0,1.186440678,1.047794118,2.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,神木县久盛金融信息服务有限公司,e7a0bf8fc5a84c61b6085013c174ce35
信息传输、软件和信息技术服务业,50505050.0,14,88,82,574,6,2,7,0,14,91,94,655,0.065934066,0.000522466,0.002107799,0,1,1.034090909,1.146341463,1.141114983,14.0,88.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,广州市圈圈贷互联网金融信息服务有限公司,b19bbc9c1f7341ac83cc9640a55387f5
信息传输、软件和信息技术服务业,10000000.0,5,17,28,81,1,1,2,0,5,21,35,112,0.1,0.007352941,0.005291005,0,1,1.235294118,1.25,1.382716049,5.0,17.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,青岛好投金服信息技术有限公司,d2c836399548464db44c8eb5f4f551f6
租赁和商务服务业,100000000.0,4,5,4,4,0,0,0,0,4,5,4,4,0.0,0.0,0.0,0,1,1.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河北九鼎投资管理有限公司,4d5bc3448fb94855b841b82731e5b903
信息传输、软件和信息技术服务业,5000000.0,4,1,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河南浩诚网络科技有限公司,d8392c719c4f44e886088db00a598973
租赁和商务服务业,10000000.0,4,18,32,117,0,1,7,0,4,18,42,162,0.0,0.006535948000000001,0.014112903,0,1,1.0,1.3125,1.384615385,4.0,18.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,前涌金融信息服务（上海）有限公司,85b809ee81b044c1ad8f658dc37ee3eb
科学研究和技术服务业,50000000.0,4,1,1,0,0,0,0,0,4,1,1,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,众筹宝网络科技（北京）有限公司,5534ada302724a85a35ca57103149272
租赁和商务服务业,10000000.0,5,21,90,324,3,3,2,0,5,25,109,423,0.3,0.014285714,0.0004993759999999999,0,1,1.19047619,1.211111111,1.3055555559999998,5.0,21.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,成都市瑞鑫融易投资管理有限责任公司,40b5e90005554a4abf8f489d674bdbcf
金融业,50000000.0,9,9,7,29,0,0,0,0,9,9,9,42,0.0,0.0,0.0,0,1,1.0,1.285714286,1.4482758619999998,9.0,9.0,0.0,9.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,开封银基中小企业担保有限公司,c30d90afc138454bad769b7b9fab7ebb
信息传输、软件和信息技术服务业,10000000.0,2,3,4,1,0,0,0,0,2,3,4,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,中融博弘互联网科技（北京）有限公司,9a7c3924c2254a6cb5a760579254a898
批发和零售业,5080000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,渭南北科大电子商务有限公司,889cca37e24c4fb7b30a736a499bdbe6
信息传输、软件和信息技术服务业,100000000.0,4,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山东瀛云经济信息服务有限公司,53e04c37eaa3481c971fedcd43b6a58a
